test_id,test_no,vehicle_id,source_vehicle_no,impact_family,vehicle_role,quality_tier,flag_all_zero_placeholder,flag_not_subject_vehicle,flag_dpd_all_zero,flag_crhdst_missing_or_zero,flag_vdi_unusable,flag_lencnt_missing,flag_damdst_missing,flag_lencnt_out_of_range,flag_damdst_out_of_range,flag_crhdst_lt_dpdmax,flag_pdof_family_mismatch,flag_side_imppnt_mismatch,flag_axbx_all_missing,flag_axbx_no_delta,flag_rear_low_confidence,flag_not_target_family,exclusion_reason
2094,9799,2508,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2094,9799,2509,2,research_other,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2095,9800,2510,1,research_other,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2095,9800,2511,2,research_other,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2118,9802,2542,1,frontal,impactor_vehicle,X_Exclude,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2118,9802,2543,2,frontal,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2104,9804,2522,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2104,9804,2523,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2116,9805,2539,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2116,9805,2540,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2121,9806,2547,1,frontal,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2121,9806,2548,2,frontal,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2122,9807,2549,1,frontal,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2122,9807,2550,2,frontal,subject_vehicle,X_Exclude,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,audit_only_family
2137,9810,2566,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2137,9810,2567,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2149,9819,2579,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2056,9927,2465,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2060,9928,2470,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2064,9929,2474,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2072,9930,2483,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2078,9931,2489,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2090,9932,2503,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2099,9933,2516,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2124,9934,2553,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2126,9935,2555,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2127,9936,2556,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2129,9937,2558,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2130,9938,2559,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2153,9940,2585,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2153,9940,2586,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2152,9942,2583,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2155,9945,2588,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2155,9945,2589,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2156,9947,2590,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
2055,9952,2463,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2055,9952,2464,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2112,9953,2533,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2112,9953,2534,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2123,9954,2551,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2123,9954,2552,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2028,9955,2432,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2028,9955,2433,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2024,9956,2427,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2024,9956,2428,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2032,9957,2439,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2032,9957,2440,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2035,9958,2443,1,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2005,9959,2400,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2005,9959,2401,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2008,9960,2405,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2008,9960,2406,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2164,9962,2598,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2157,9964,2591,1,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2158,9965,2592,1,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2159,9966,2593,1,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2174,9967,2611,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2176,9968,2614,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2176,9968,2615,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2181,9972,2620,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2188,9974,2630,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2183,9975,2624,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2182,9976,2622,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2182,9976,2623,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2175,9977,2612,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2175,9977,2613,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2170,9978,2605,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2170,9978,2606,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2232,9979,2676,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2234,9980,2678,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2234,9980,2679,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2231,9981,2675,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2235,9983,2680,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2237,9985,2683,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
2238,9986,2684,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2238,9986,2685,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2242,9988,2689,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2245,9990,2692,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2253,9994,2702,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2249,9995,2697,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2254,9996,2703,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,not_subject_vehicle
2254,9996,2704,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2259,9998,2710,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,not_subject_vehicle
2259,9998,2711,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2266,10003,2718,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2268,10004,2721,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2269,10005,2722,1,frontal_barrier,subject_vehicle,A_ProfileValid,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
2263,10006,2715,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2194,10008,2637,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2195,10009,2638,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2196,10010,2639,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2197,10011,2640,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2203,10012,2646,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2204,10013,2647,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2206,10014,2649,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2207,10015,2650,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2208,10016,2651,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2213,10017,2656,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2214,10018,2657,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2215,10019,2658,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2220,10020,2664,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2222,10021,2666,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2223,10022,2667,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2224,10023,2668,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2225,10024,2669,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2226,10025,2670,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2227,10026,2671,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2150,10029,2581,1,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2277,10032,2730,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2276,10033,2729,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2282,10035,2736,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2285,10036,2741,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2286,10037,2742,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2283,10038,2738,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,not_subject_vehicle
2283,10038,2739,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2288,10044,2744,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2289,10046,2745,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2289,10046,2746,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2290,10047,2747,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2291,10048,2748,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2166,10051,2601,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2184,10052,2626,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
2228,10053,2672,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
2171,10054,2607,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2171,10054,2608,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2216,10055,2659,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,not_subject_vehicle
2216,10055,2660,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,
2258,10056,2708,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2258,10056,2709,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
2297,10057,2755,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2299,10059,2758,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2302,10062,2761,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2305,10063,2765,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2307,10064,2767,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2306,10065,2766,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2316,10066,2776,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2316,10066,2777,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2315,10067,2775,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2344,10069,2807,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2327,10071,2789,1,frontal,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2327,10071,2790,2,frontal,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2321,10072,2782,1,frontal,subject_vehicle,C_MaxOnly,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2321,10072,2783,2,frontal,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2362,10073,2826,1,side,subject_vehicle,B_ProfilePartial,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2363,10074,2827,1,side_impactor,impactor_vehicle,X_Exclude,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,not_subject_vehicle
2373,10077,2839,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2370,10078,2836,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2371,10079,2837,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2379,10080,2845,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2380,10081,2846,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2381,10082,2847,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2367,10083,2832,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,not_subject_vehicle
2367,10083,2833,2,side_impactor,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2368,10084,2834,1,side,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
2382,10085,2848,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2374,10086,2840,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2383,10087,2849,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2372,10089,2838,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2384,10090,2850,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2400,10092,2867,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2403,10094,2872,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,audit_only_family
2413,10098,2882,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2397,10099,2863,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2397,10099,2864,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2328,10100,2791,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2329,10101,2792,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2330,10102,2793,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2333,10103,2796,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2334,10104,2797,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2335,10105,2798,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2337,10106,2800,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2338,10107,2801,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2322,10108,2784,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2323,10109,2785,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2340,10110,2803,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2341,10111,2804,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2342,10112,2805,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2346,10113,2810,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2347,10114,2811,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2351,10115,2815,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2356,10116,2820,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2358,10117,2822,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2359,10118,2823,1,sled_without_body,subject_vehicle,X_Exclude,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,audit_only_family
2402,10119,2870,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2402,10119,2871,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2419,10126,2889,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2430,10127,2900,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2435,10128,2905,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2423,10129,2893,1,static_airbag,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2455,10132,2925,1,side_impactor,impactor_vehicle,X_Exclude,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,not_subject_vehicle
2464,10133,2935,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2464,10133,2936,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
2470,10134,2942,1,research_other,subject_vehicle,X_Exclude,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,audit_only_family
2470,10134,2943,2,research_other,subject_vehicle,A_ProfileValid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,audit_only_family
